,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,name_type,Name_Fix
5150,John Parker,John,Parker,,,NY,US,state,John Parker
5153,Mary Beeckman,Mary,Beeckman,,,NY,US,state,Mary Beeckman
5154,Peter Van Steenbergh,Peter,Van Steenbergh,,,NY,US,state,Peter Van Steenbergh
5156,Eleazer Miller,Eleazer,Miller,,,NY,US,state,Eleazer Miller
5158,Josiah Blakeley,Josiah,Blakeley,,,NY,US,state,Josiah Blakeley
5159,John Murray,John,Murray,,,NY,US,state,John Murray
5163,Richard Duyree,Richard,Duyree,,,NY,US,state,Richard Duyree
5164,James Tylee,James,Tylee,,,NY,US,state,James Tylee
5165,Nicholas Hoffman and Sons,Nicholas,Hoffman,,,NY,US,state,Nicholas Hoffman
5166,Daniel McCormick,Daniel,Mccormick,,,NY,US,state,Daniel Mccormick
5172,Brookham Livingston,Brookham,Livingston,,,NY,US,state,Brookham Livingston
5176,Pintard and Bleecker,John,Pintard,,,NY,US,state,John Pintard | Leonard Bleecker
5176,Pintard and Bleecker,Leonard,Bleecker,,,NY,US,state,John Pintard | Leonard Bleecker
5177,Gary Richards,Gary,Richards,,,NY,US,state,Gary Richards
5179,Elizabeth Richards,Elizabeth,Richards,,,NY,US,state,Elizabeth Richards
5181,Abraham Fonda,Abraham,Fonda,,,NY,US,state,Abraham Fonda
5182,John Lawrance,John,Lawrance,,,NY,US,state,John Lawrance
5186,Dirck Lefferts,Dirck,Lefferts,,,NY,US,state,Dirck Lefferts
5189,William Martine,William,Martine,,,NY,US,state,William Martine
5190,William W Morris,William W,Morris,,,NY,US,state,William W Morris
5191,Samuel P Lloyd,Samuel P,Lloyd,,,NY,US,state,Samuel P Lloyd
5193,Azel Roe,Azel,Roe,,,NY,US,state,Azel Roe
5196,Alexander Bleecker,Alexander,Bleecker,,,NY,US,state,Alexander Bleecker
5197,Le Roy and Bayard,Herman,Leroy,,,NY,US,state,Herman Leroy | William Bayard
5197,Le Roy and Bayard,William,Bayard,,,NY,US,state,Herman Leroy | William Bayard
5200,Edward Parker and Co,Edward,Parker,,,NY,US,state,Edward Parker
5208,Isreal Canfield,Isreal,Canfield,,,NY,US,state,Isreal Canfield
5209,Gulian Verplanck,Gulian,Verplanck,,,NY,US,state,Gulian Verplanck
5212,Margaret Cumming,Margaret,Cumming,,,NY,US,state,Margaret Cumming
5213,Elizabeth Judah,Elizabeth,Judah,,,NY,US,state,Elizabeth Judah
5214,Jacob Branford,Jacob,Branford,,,NY,US,state,Jacob Branford
5219,Mary Rose,Mary,Rose,,,NY,US,state,Mary Rose
5220,Joseph Young,Joseph,Young,,,NY,US,state,Joseph Young
5221,John Jacob Astor,John Jacob,Astor,,,NY,US,state,John Jacob Astor
5222,Peter F Curtenius,Peter F,Curtenius,,,NY,US,state,Peter F Curtenius
5226,Isaac de Freest,Isaac,De Freest,,,NY,US,state,Isaac De Freest
5228,Marte Beeckman,Marte,Beeckman,,,NY,US,state,Marte Beeckman
5230,Jacob J Pruyn,Jacob J,Pruyn,,,NY,US,state,Jacob J Pruyn
5231,Robert Hunter,Robert,Hunter,,,NY,US,state,Robert Hunter
5233,John H Beeckman,John H,Beeckman,,,NY,US,state,John H Beeckman
5235,Jacob Sebor,Jacob,Sebor,,,NY,US,state,Jacob Sebor
5236,Gerrard Walton,Gerrard,Walton,,,NY,US,state,Gerrard Walton
5237,Nicholas Quackenboss,Nicholas,Quackenboss,,,NY,US,state,Nicholas Quackenboss
5238,Hay Steveson,Hay,Steveson,,,NY,US,state,Hay Steveson
5239,Abraham and James Cole,Abraham,Cole,,,NY,US,state,Abraham Cole | James Cole
5239,Abraham and James Cole,James,Cole,,,NY,US,state,Abraham Cole | James Cole
5241,James Carpenter,James,Carpenter,,,NY,US,state,James Carpenter
5245,Joseph Winter,Joseph,Winter,,,NY,US,state,Joseph Winter
5250,Antoince Rease Charles de la Forest,Antoince Rease Charles,De La Forest,,,NY,US,state,Antoince Rease Charles De La Forest
5251,Gilbert Saltonstall,Gilbert,Saltonstall,,,NY,US,state,Gilbert Saltonstall
5254,Gabriel Furman,Gabriel,Furman,,,NY,US,state,Gabriel Furman
5255,Tunis Van Veghten,Tunis,Van Veghten,,,NY,US,state,Tunis Van Veghten
5256,Arant Van Schaack,Arant,Van Schaack,,,NY,US,state,Arant Van Schaack
5257,Richard Harrison,Richard,Harrison,,,NY,US,state,Richard Harrison
5258,John Griffith,John,Griffith,,,NY,US,state,John Griffith
5259,Isaac Bogart,Isaac,Bogart,,,NY,US,state,Isaac Bogart
5260,John Leake,John,Leake,,,NY,US,state,John Leake
5261,John G Leake,John G,Leake,,,NY,US,state,John G Leake
5262,James Post,James,Post,,,NY,US,state,James Post
5265,Guy Richards,Guy,Richards,,,NY,US,state,Guy Richards
5274,Joshua Edwards,Joshua,Edwards,,,NY,US,state,Joshua Edwards
5277,Ebenezer Jackson,Ebenezer,Jackson,,,NY,US,state,Ebenezer Jackson
5279,Robert Wasson,Robert,Wasson,,,NY,US,state,Robert Wasson
5280,Toney Freeman,Toney,Freeman,,,NY,US,state,Toney Freeman
5281,Isaac Clason,Isaac,Clason,,,NY,US,state,Isaac Clason
5282,Solomon Hays,Solomon,Hays,,,NY,US,state,Solomon Hays
5293,Nicholas Quackenbush,Nicholas,Quackenbush,,,NY,US,state,Nicholas Quackenbush
5296,William Brown,William,Brown,,,NY,US,state,William Brown
5297,Jeremiah Fronson,Jeremiah,Fronson,,,NY,US,state,Jeremiah Fronson
5299,Cary Judah,Cary,Judah,,,NY,US,state,Cary Judah
5300,Francis Mains,Francis,Mains,,,NY,US,state,Francis Mains
5301,George Ingles,George,Ingles,,,NY,US,state,George Ingles
5302,Matthew Van Bunschoten,Matthew,Van Bunschoten,,,NY,US,state,Matthew Van Bunschoten
5304,Catherine Remsen,Catherine,Remsen,,,NY,US,state,Catherine Remsen
5307,Thomas Pearsall and Son,Thomas,Pearsall,,,NY,US,state,Thomas Pearsall
5310,Samuel Jones,Samuel,Jones,,,NY,US,state,Samuel Jones
5311,Jacob Reed,Jacob,Reed,,,NY,US,state,Jacob Reed
5313,Thomas Tillotson,Thomas,Tillotson,,,NY,US,state,Thomas Tillotson
5314,Michael Connolly,Michael,Connolly,,,NY,US,state,Michael Connolly
5315,Jefry Judan and Co,Jefry,Judan,,,NY,US,state,Jefry Judan
5316,John Liswell,John,Liswell,,,NY,US,state,John Liswell
5317,Asa Douglass,Asa,Douglass,,,NY,US,state,Asa Douglass
5318,Joseph Bellknap,Joseph,Bellknap,,,NY,US,state,Joseph Bellknap
5320,John Templeman,John,Templeman,,,NY,US,state,John Templeman
5321,Daniel C Verplanck,Daniel C,Verplanck,,,NY,US,state,Daniel C Verplanck
5325,Jonathan Lawrence,Jonathan,Lawrence,,,NY,US,state,Jonathan Lawrence
5327,Simon Van Anterp,Simon,Van Anterp,,,NY,US,state,Simon Van Anterp
5331,Mary Nichols,Mary,Nichols,,,NY,US,state,Mary Nichols
5333,James Richmond,James,Richmond,,,NY,US,state,James Richmond
5334,John Coxe,John,Coxe,,,NY,US,state,John Coxe
5335,Peter Wilson,Peter,Wilson,,,NY,US,state,Peter Wilson
5336,John Pickle,John,Pickle,,,NY,US,state,John Pickle
5340,James Watson,James,Watson,,,NY,US,state,James Watson
5341,Simon Schermerhorn,Simon,Schermerhorn,,,NY,US,state,Simon Schermerhorn
5346,James Saidler,James,Saidler,,,NY,US,state,James Saidler
5348,William Arthur,William,Arthur,,,NY,US,state,William Arthur
5351,Jesse Selleck,Jesse,Selleck,,,NY,US,state,Jesse Selleck
5353,James McEvers,James,Mcevers,,,NY,US,state,James Mcevers
5354,Uriah Rogers,Uriah,Rogers,,,NY,US,state,Uriah Rogers
5359,John D Mercier,John D,Mercier,,,NY,US,state,John D Mercier
5361,Robert Robinson,Robert,Robinson,,,NY,US,state,Robert Robinson
5363,John Van Ness,John,Van Ness,,,NY,US,state,John Van Ness
5366,W and J Heyer,J,Heyer,,,NY,US,state,J Heyer | W Heyer
5366,W and J Heyer,W,Heyer,,,NY,US,state,J Heyer | W Heyer
5367,Johannis J Lansing,Johannis J,Lansing,,,NY,US,state,Johannis J Lansing
5368,Rutger Lansing,Rutger,Lansing,,,NY,US,state,Rutger Lansing
5369,Henry Van Pelt,Henry,Van Pelt,,,NY,US,state,Henry Van Pelt
5370,John Bush,John,Bush,,,NY,US,state,John Bush
5371,Peter Curtenius,Peter,Curtenius,,,NY,US,state,Peter Curtenius
5376,Daniel Cotton,Daniel,Cotton,,,NY,US,state,Daniel Cotton
5377,Thomas Grant,Thomas,Grant,,,NY,US,state,Thomas Grant
5379,Thomas L Vickers,Thomas L,Vickers,,,NY,US,state,Thomas L Vickers
5384,Prosper Wetmore,Prosper,Wetmore,,,NY,US,state,Prosper Wetmore
5385,Aaron Milich,Aaron,Milich,,,NY,US,state,Aaron Milich
5386,Nehemiah Wade,Nehemiah,Wade,,,NY,US,state,Nehemiah Wade
5392,John Carll,John,Carll,,,NY,US,state,John Carll
5395,Philander Brasher,Philander,Brasher,,,NY,US,state,Philander Brasher
5396,Charles McKnight,Charles,Mcknight,,,NY,US,state,Charles Mcknight
5399,D J H Livingston,D J H,Livingston,,,NY,US,state,D J H Livingston
5403,Cornelius Jansen,Cornelius,Jansen,,,NY,US,state,Cornelius Jansen
5404,Gilbert Groteclass,Gilbert,Groteclass,,,NY,US,state,Gilbert Groteclass
5408,John Oathout,John,Oathout,,,NY,US,state,John Oathout
5411,John B Coles,John B,Coles,,,NY,US,state,John B Coles
5413,John Boyd,John,Boyd,,,NY,US,state,John Boyd
5414,William Constable and Co,William,Constable,,,NY,US,state,William Constable
5415,Jonathan Sayre,Jonathan,Sayre,,,NY,US,state,Jonathan Sayre
5416,Jacob C Schermerhorn,Jacob C,Schermerhorn,,,NY,US,state,Jacob C Schermerhorn
5417,James Dean,James,Dean,,,NY,US,state,James Dean
5418,Seth Jenkins,Seth,Jenkins,,,NY,US,state,Seth Jenkins
5432,John Gurnee,John,Gurnee,,,NY,US,state,John Gurnee
5443,Nicholas Low and H and S Johnson and Co,Horace,Johnson,,,NY,US,state,Horace Johnson | Nicholas Low | Seth Johnson
5443,Nicholas Low and H and S Johnson and Co,Nicholas,Low,,,NY,US,state,Horace Johnson | Nicholas Low | Seth Johnson
5443,Nicholas Low and H and S Johnson and Co,Seth,Johnson,,,NY,US,state,Horace Johnson | Nicholas Low | Seth Johnson
5449,Thomas Van Pelt,Thomas,Van Pelt,,,NY,US,state,Thomas Van Pelt
5457,Peter Van den Berck,Peter Van,Den Berck,,,NY,US,state,Peter Van Den Berck
5466,Thomas Bolton,Thomas,Bolton,,,NY,US,state,Thomas Bolton
5469,Nathaniel Olcott,Nathaniel,Olcott,,,NY,US,state,Nathaniel Olcott
5470,Bleecker and McEuen,Bleecker and,Mceuen,,,NY,US,state,Bleecker and Mceuen
5473,John Pintard,John,Pintard,,,NY,US,state,John Pintard
5486,Peter Godfroyte,Peter,Godfroyte,,,NY,US,state,Peter Godfroyte
5489,David Laurence,David,Laurence,,,NY,US,state,David Laurence
5491,Jacob Le Roy,Jacob Le,Roy,,,NY,US,state,Jacob Le Roy
5492,Henry Bleecker,Henry,Bleecker,,,NY,US,state,Henry Bleecker
5494,Thomas Leaming,Thomas,Leaming,,,NY,US,state,Thomas Leaming
5495,John de Wint,John,De Wint,,,NY,US,state,John De Wint
5496,Jon Templeman,Jon,Templeman,,,NY,US,state,Jon Templeman
5497,Isaac Heyer and Co,Isaac,Heyer,,,NY,US,state,Isaac Heyer
5498,Miller Hurt and Co,Miller,Hurt,,,NY,US,state,Miller Hurt
5503,Robert C Livingston,Robert C,Livingston,,,NY,US,state,Robert C Livingston
5506,John De la Mater,John,De La Mater,,,NY,US,state,John De La Mater
5507,Isabella Mechteld,Isabella,Mechteld,,,NY,US,state,Isabella Mechteld
5510,George Joshua Dickinson and Co,George Joshua,Dickinson,,,NY,US,state,George Joshua Dickinson
5512,Richard Yates,Richard,Yates,,,NY,US,state,Richard Yates
5517,Jaffray Smith,Jaffray,Smith,,,NY,US,state,Jaffray Smith
5523,John Motley,John,Motley,,,NY,US,state,John Motley
5526,William Allen,William,Allen,,,NY,US,state,William Allen
5528,John P Mumford,John P,Mumford,,,NY,US,state,John P Mumford
5534,Cary Headley,Cary,Headley,,,NY,US,state,Cary Headley
5535,Moses Wirrans,Moses,Wirrans,,,NY,US,state,Moses Wirrans
5536,Mary Barnet,Mary,Barnet,,,NY,US,state,Mary Barnet
5543,James Bigelow,James,Bigelow,,,NY,US,state,James Bigelow
5544,Isaac Davenport,Isaac,Davenport,,,NY,US,state,Isaac Davenport
5545,Thomas Tillatson,Thomas,Tillatson,,,NY,US,state,Thomas Tillatson
5547,Isaac de Graaf,Isaac,De Graaf,,,NY,US,state,Isaac De Graaf
5548,Henry Quackenbush,Henry,Quackenbush,,,NY,US,state,Henry Quackenbush
5550,John D'Mercier,John,D'Mercier,,,NY,US,state,John D'Mercier
5568,John Stites,John,Stites,,,NY,US,state,John Stites
5570,David Waterbury,David,Waterbury,,,NY,US,state,David Waterbury
5573,John and James Davenport,James,Davenport,,,NY,US,state,James Davenport | John Davenport
5573,John and James Davenport,John,Davenport,,,NY,US,state,James Davenport | John Davenport
5576,Timothy Titus,Timothy,Titus,,,NY,US,state,Timothy Titus
5577,Thaddeus Weed,Thaddeus,Weed,,,NY,US,state,Thaddeus Weed
5578,John Davenport,John,Davenport,,,NY,US,state,John Davenport
5579,Smith Weed,Smith,Weed,,,NY,US,state,Smith Weed
5580,Samuel Hutton,Samuel,Hutton,,,NY,US,state,Samuel Hutton
5581,Andrew Wakeman,andrew,Wakeman,,,NY,US,state,andrew Wakeman
5584,Andrew Stockholm,andrew,Stockholm,,,NY,US,state,andrew Stockholm
5588,Miller Hart and Co,Miller,Hart,,,NY,US,state,Miller Hart
5594,Cornelius Ten Broeck,Cornelius,Ten Broeck,,,NY,US,state,Cornelius Ten Broeck
5598,Platt Carll,Platt,Carll,,,NY,US,state,Platt Carll
5604,David Lydig,David,Lydig,,,NY,US,state,David Lydig
5607,Charles McEvers,Charles,Mcevers,,,NY,US,state,Charles Mcevers
5609,James Manning,James,Manning,,,NY,US,state,James Manning
5617,Alexander Macomb,Alexander,Macomb,,,NY,US,state,Alexander Macomb
5618,Obadiah Bowen,Obadiah,Bowen,,,NY,US,state,Obadiah Bowen
5621,Hannah Townsend,Hannah,Townsend,,,NY,US,state,Hannah Townsend
5626,John P Mumford and Co,John P,Mumford,,,NY,US,state,John P Mumford
5630,Joshua Paine,Joshua,Paine,,,NY,US,state,Joshua Paine
5631,George D Alvey,George D,Alvey,,,NY,US,state,George D Alvey
5633,Thaddeus Burr,Thaddeus,Burr,,,NY,US,state,Thaddeus Burr
5636,Elijah Austin,Elijah,Austin,,,NY,US,state,Elijah Austin
5637,William Applegate,William,Applegate,,,NY,US,state,William Applegate
5638,Daniel L Coit,Daniel L,Coit,,,NY,US,state,Daniel L Coit
5639,John Rathbun,John,Rathbun,,,NY,US,state,John Rathbun
5644,Solomon Townsend,Solomon,Townsend,,,NY,US,state,Solomon Townsend
5645,Isabella Metcheld Mahony,Isabella Metcheld,Mahony,,,NY,US,state,Isabella Metcheld Mahony
5648,Michael Price,Michael,Price,,,NY,US,state,Michael Price
5653,James Johnston,James,Johnston,,,NY,US,state,James Johnston
5662,Moses Scott,Moses,Scott,,,NY,US,state,Moses Scott
5663,Theodosius Fowler,Theodosius,Fowler,,,NY,US,state,Theodosius Fowler
5668,James Davenport,James,Davenport,,,NY,US,state,James Davenport
5669,John L Champlin,John L,Champlin,,,NY,US,state,John L Champlin
5671,William Mumford and Co,William,Mumford,,,NY,US,state,William Mumford
5672,Luther Halsey,Luther,Halsey,,,NY,US,state,Luther Halsey
5673,Clarkson Edgar,Clarkson,Edgar,,,NY,US,state,Clarkson Edgar
5677,George Codwise,George,Codwise,,,NY,US,state,George Codwise
5678,John Hendrickson,John,Hendrickson,,,NY,US,state,John Hendrickson
5683,Jonas Stanberry,Jonas,Stanberry,,,NY,US,state,Jonas Stanberry
5685,Bernard Hart and Co,Bernard,Hart,,,NY,US,state,Bernard Hart
5687,James Rivington,James,Rivington,,,NY,US,state,James Rivington
5688,Jonathan Sturges,Jonathan,Sturges,,,NY,US,state,Jonathan Sturges
5689,David Mumford,David,Mumford,,,NY,US,state,David Mumford
5690,Daniel L Ketcham,Daniel L,Ketcham,,,NY,US,state,Daniel L Ketcham
5692,Hezekiah Sanford,Hezekiah,Sanford,,,NY,US,state,Hezekiah Sanford
5694,Wainwright and Caldwell,Andrew,Caldwell,,,NY,US,state,Andrew Caldwell | Francis Wainwright
5694,Wainwright and Caldwell,Francis,Wainwright,,,NY,US,state,Andrew Caldwell | Francis Wainwright
5697,William Leffingwell,William,Leffingwell,,,NY,US,state,William Leffingwell
5699,Albert Hyckoff,Albert,Hyckoff,,,NY,US,state,Albert Hyckoff
5700,Coll McGregor,Coll,Mcgregor,,,NY,US,state,Coll Mcgregor
5702,Christopher Leffingwell,Christopher,Leffingwell,,,NY,US,state,Christopher Leffingwell
5704,Henry Huntington,Henry,Huntington,,,NY,US,state,Henry Huntington
5705,Frederick Fanning,Frederick,Fanning,,,NY,US,state,Frederick Fanning
5706,Isaac Bronson,Isaac,Bronson,,,NY,US,state,Isaac Bronson
5711,Isaac Riley,Isaac,Riley,,,NY,US,state,Isaac Riley
5713,Izahiah Wetmore,Izahiah,Wetmore,,,NY,US,state,Izahiah Wetmore
5714,William Denning,William,Denning,,,NY,US,state,William Denning
5715,John Speyer,John,Speyer,,,NY,US,state,John Speyer
5720,Robert C Johnston,Robert C,Johnston,,,NY,US,state,Robert C Johnston
5722,Nicholas Cruger,Nicholas,Cruger,,,NY,US,state,Nicholas Cruger
5723,Nathaniel Leonard,Nathaniel,Leonard,,,NY,US,state,Nathaniel Leonard
5725,Wheeler Coit,Wheeler,Coit,,,NY,US,state,Wheeler Coit
5726,Henry Remsen,Henry,Remsen,,,NY,US,state,Henry Remsen
5728,John Dewint,John,Dewint,,,NY,US,state,John Dewint
5730,Nicholas Cooke and Co,Nicholas,Cooke,,,NY,US,state,Nicholas Cooke
5733,Gideon Young and Sons,Gideon,Young,,,NY,US,state,Gideon Young
5734,George and Edm Morewood,Edm,Morewood,,,NY,US,state,Edm Morewood | George Morewood
5734,George and Edm Morewood,George,Morewood,,,NY,US,state,Edm Morewood | George Morewood
5742,Henry Livingston,Henry,Livingston,,,NY,US,state,Henry Livingston
5744,Thomas Ludlow,Thomas,Ludlow,,,NY,US,state,Thomas Ludlow
5752,Catherine Mathewman,Catherine,Mathewman,,,NY,US,state,Catherine Mathewman
5754,James Thomas,James,Thomas,,,NY,US,state,James Thomas
5755,George Eddy,George,Eddy,,,NY,US,state,George Eddy
5756,Isaac Claason,Isaac,Claason,,,NY,US,state,Isaac Claason
5759,Ephraim Hart and Co,Ephraim,Hart,,,NY,US,state,Ephraim Hart
5761,Benjamin F West,Benjamin F,West,,,NY,US,state,Benjamin F West
5763,Stephen Cutter,Stephen,Cutter,,,NY,US,state,Stephen Cutter
5764,Ichabod Burnet,Ichabod,Burnet,,,NY,US,state,Ichabod Burnet
5765,John Burnet,John,Burnet,,,NY,US,state,John Burnet
5766,William Seton,William,Seton,,,NY,US,state,William Seton
5767,Jonathan Burrall,Jonathan,Burrall,,,NY,US,state,Jonathan Burrall
5768,William Radclift,William,Radclift,,,NY,US,state,William Radclift
5770,Elisha Hart,Elisha,Hart,,,NY,US,state,Elisha Hart
5774,Phineas Carman,Phineas,Carman,,,NY,US,state,Phineas Carman
5779,Andrew Hetfield,andrew,Hetfield,,,NY,US,state,andrew Hetfield
5780,William Bowne,William,Bowne,,,NY,US,state,William Bowne
5781,Ephraim Hart,Ephraim,Hart,,,NY,US,state,Ephraim Hart
5782,Thomas Gardner,Thomas,Gardner,,,NY,US,state,Thomas Gardner
5785,Ozias Marven,Ozias,Marven,,,NY,US,state,Ozias Marven
5788,E Haskell,E,Haskell,,,NY,US,state,E Haskell
5793,Samuel March,Samuel,March,,,NY,US,state,Samuel March
5794,Joseph Bindon,Joseph,Bindon,,,NY,US,state,Joseph Bindon
5796,Robert Elam,Robert,Elam,,,NY,US,state,Robert Elam
5800,Jeremiah Ballard,Jeremiah,Ballard,,,NY,US,state,Jeremiah Ballard
5801,Uriah Field,Uriah,Field,,,NY,US,state,Uriah Field
5802,John Savage,John,Savage,,,NY,US,state,John Savage
5803,James Clinton,James,Clinton,,,NY,US,state,James Clinton
5804,David Gelston,David,Gelston,,,NY,US,state,David Gelston
5805,William and James Constable,James,Constable,,,NY,US,state,James Constable | William Constable
5805,William and James Constable,William,Constable,,,NY,US,state,James Constable | William Constable
5807,Gulian McEvers,Gulian,Mcevers,,,NY,US,state,Gulian Mcevers
5814,James MaComb,James,Macomb,,,NY,US,state,James Macomb
5819,Jacob Dela Montagnie,Jacob Dela,Montagnie,,,NY,US,state,Jacob Dela Montagnie
5822,Asher Hart,Asher,Hart,,,NY,US,state,Asher Hart
5825,John Beardslee,John,Beardslee,,,NY,US,state,John Beardslee
5833,Jan Mattys and Co,Jan,Mattys,,,NY,US,state,Jan Mattys
5834,Gerrret Van Groll,Gerrret,Van Groll,,,NY,US,state,Gerrret Van Groll
5835,Willelmina C Durand,Willelmina C,Durand,,,NY,US,state,Willelmina C Durand
5836,Hugh Stocker,Hugh,Stocker,,,NY,US,state,Hugh Stocker
5841,Michael Joy,Michael,Joy,,,NY,US,state,Michael Joy
5842,Robert Reede,Robert,Reede,,,NY,US,state,Robert Reede
5844,John Butler,John,Butler,,,NY,US,state,John Butler
5846,Jacob Vanderheyden,Jacob,Vanderheyden,,,NY,US,state,Jacob Vanderheyden
5853,Robert Bowne,Robert,Bowne,,,NY,US,state,Robert Bowne
5860,Henry R Lansing,Henry R,Lansing,,,NY,US,state,Henry R Lansing
5861,Samuel Clarkson,Samuel,Clarkson,,,NY,US,state,Samuel Clarkson
5863,Benjamin Van Arden,Benjamin,Van Arden,,,NY,US,state,Benjamin Van Arden
5872,Titus Sheet,Titus,Sheet,,,NY,US,state,Titus Sheet
5873,John J Holmes,John J,Holmes,,,NY,US,state,John J Holmes
5880,John Banks,John,Banks,,,NY,US,state,John Banks
5883,Seybrand Heynenberg,Seybrand,Heynenberg,,,NY,US,state,Seybrand Heynenberg
5885,Phoebe Montagnie,Phoebe,Montagnie,,,NY,US,state,Phoebe Montagnie
5886,Bernard Hart,Bernard,Hart,,,NY,US,state,Bernard Hart
5894,James Cockroft,James,Cockroft,,,NY,US,state,James Cockroft
5896,Benjamin Walker,Benjamin,Walker,,,NY,US,state,Benjamin Walker
5902,James Boyd,James,Boyd,,,NY,US,state,James Boyd
5907,Benjamin Isaacs,Benjamin,Isaacs,,,NY,US,state,Benjamin Isaacs
5909,Samuel Beebe,Samuel,Beebe,,,NY,US,state,Samuel Beebe
5912,Elijah Pell,Elijah,Pell,,,NY,US,state,Elijah Pell
5915,John T Duryee,John T,Duryee,,,NY,US,state,John T Duryee
5919,William Flatt,William,Flatt,,,NY,US,state,William Flatt
5920,Stephen Lockwood,Stephen,Lockwood,,,NY,US,state,Stephen Lockwood
5921,William St John,William St,John,,,NY,US,state,William St John
5923,Ebenezer Thayer,Ebenezer,Thayer,,,NY,US,state,Ebenezer Thayer
5929,John Hoop,John,Hoop,,,NY,US,state,John Hoop
5931,William Winthrop,William,Winthrop,,,NY,US,state,William Winthrop
5934,Abiel Canfield,Abiel,Canfield,,,NY,US,state,Abiel Canfield
5937,James R Smith,James R,Smith,,,NY,US,state,James R Smith
5939,Fredrick Fanning,Fredrick,Fanning,,,NY,US,state,Fredrick Fanning
5941,Samuel H Phillips,Samuel H,Phillips,,,NY,US,state,Samuel H Phillips
5942,Mary Ten Brook,Mary,Ten Brook,,,NY,US,state,Mary Ten Brook
5943,Patrience Ten Brook,Patrience,Ten Brook,,,NY,US,state,Patrience Ten Brook
5945,Charles Goodrich,Charles,Goodrich,,,NY,US,state,Charles Goodrich
5946,George Johnson,George,Johnson,,,NY,US,state,George Johnson
5950,Riverus Camp,Riverus,Camp,,,NY,US,state,Riverus Camp
5962,Lynd Catline,Lynd,Catline,,,NY,US,state,Lynd Catline
5964,Theophilact Bache,Theophilact,Bache,,,NY,US,state,Theophilact Bache
5967,John Bard,John,Bard,,,NY,US,state,John Bard
5968,Charles Martin and Co,Charles,Martin,,,NY,US,state,Charles Martin
5973,Abraham G Lansing,Abraham G,Lansing,,,NY,US,state,Abraham G Lansing
